id,name,time,other names,类型
A1,星际牛仔,['1998年10月23日'],['Cowboy Bebop'],['科幻']
A2,攻壳机动队 S.A.C. 2nd GIG,['2004年1月1日'],none,"['科幻', '战斗']"
A3,攻壳机动队 STAND ALONE COMPLEX,['2002年10月1日'],['Ghost in the Shell: Stand Alone Complex'],"['科幻', '战斗']"
A4,CLANNAD ～AFTER STORY～,['2008年10月2日'],none,"['催泪', '治愈', '爱情', '恋爱', '校园']"
A5,新世纪福音战士,['1995年10月4日'],['EVA'],"['科幻', '机战', '战斗']"
A6,攻壳机动队,none,['攻殻機動隊'],['科幻']
A7,新世纪福音战士剧场版 Air/真心为你,none,['新世紀エヴァンゲリオン劇場版 THE END OF EVANGELION'],"['科幻', '猎奇', '机战']"
A8,浪客剑心 追忆篇,none,none,"['战斗', '恋爱']"
A9,钢之炼金术师 FULLMETAL ALCHEMIST,['2009年4月5日'],['Fullmetal Alchemist: Brotherhood'],"['热血', '战斗', '奇幻']"
A10,猫和老鼠,['1940年2月10日'],['Tom and Jerry (1960s packaged show)'],"['搞笑', '日常']"
A11,3月的狮子 第二季,['2017年10月14日'],['三月的狮子 第二季'],"['治愈', '青春', '日常', '励志', '校园', '恋爱']"
A12,银魂',['2011年4月4日'],['银魂 第2期'],"['搞笑', '热血']"
A13,灌篮高手,['1993年10月16日'],['SLAM DUNK'],"['热血', '运动', '校园']"
A14,银河英雄传说,none,['Legend of Galactic Heroes'],['科幻']
A15,白箱,['2014年10月9日'],none,"['励志', '青春', '百合', '职场', '日常', '治愈', '搞笑']"
A16,银魂,['2006年4月4日'],none,"['搞笑', '热血']"
A17,虫师,['2005年10月22日'],['mushishi'],"['治愈', '奇幻']"
A18,进击的巨人 第三季 Part.2,['2019年4月28日'],none,"['热血', '战斗', '奇幻', '悬疑']"
A19,攻壳机动队2 无罪,none,['攻殻機動隊イノセンス'],['科幻']
A20,蓝色恐惧,none,['未麻的房间'],"['惊悚', '悬疑']"
A21,凉宫春日的消失,none,['The Disappearence of Sizumiya Haruhi'],"['校园', '科幻', '奇幻']"
A22,福音战士新剧场版：破,none,['EVANGELION:2.0 YOU CAN (NOT) ADVANCE.'],"['科幻', '机战', '战斗']"
A23,天元突破 红莲螺岩,['2007年4月1日'],['天元突破 红莲之眼'],"['热血', '机战', '战斗', '科幻']"
A24,千年女优,none,none,"['爱情', '治愈', '恋爱']"
A25,机动警察 和平保卫战,none,['Mobile Police Patlabor the Movie 2'],['科幻']
A26,瑞克和莫蒂 第三季,['2017-04-01'],none,"['科幻', '搞笑', '日常', '猎奇']"
A27,命运石之门,['2011年4月6日'],['シュタゲ'],"['科幻', '穿越']"
A28,千与千寻,none,['千与千寻的神隐'],"['奇幻', '治愈']"
A29,水星领航员 第三季,['2008年1月7日'],['アリア The ORIGINATION'],"['治愈', '科幻', '百合', '日常']"
A30,瑞克和莫蒂 第二季,['2015-07-26'],['瑞奇和莫迪 第二季'],"['科幻', '搞笑', '猎奇']"
A31,大闹天宫,none,['Sun Ukun: Uproar in Heaven'],['奇幻']
A32,混沌武士,['2004年5月19日'],['SAMURAI CHAMPLOO'],"['动作', '战斗']"
A33,虫师 续章 第2期,['2014年10月18日'],['虫师 续章 后半期'],"['治愈', '奇幻']"
A34,蜂蜜与四叶草,['2005年4月14日'],['蜂蜜幸运草'],"['青春', '校园', '治愈', '恋爱', '爱情']"
A35,虫师 续章,['2014年4月4日'],['Mushi-Shi: Next Passage'],"['治愈', '奇幻']"
A36,蜂蜜与四叶草II,['2006年6月29日'],['ハチミツとクローバーⅡ'],"['青春', '校园', '治愈', '恋爱', '爱情']"
A37,瑞克和莫蒂 第一季,['2013-12-02'],['瑞奇和莫迪 第一季'],"['科幻', '搞笑', '猎奇']"
A38,排球少年 乌野高校 VS 白鸟泽学园高校,['2016年10月7日'],['排球少年 第三季'],"['热血', '运动', '青春']"
A39,机动战士高达0080 口袋里的战争,none,['MOBILE SUIT GUNDAM 0080 War in the Pocket'],"['科幻', '机战']"
A40,机动战士Z高达,['1985年3月2日'],none,"['科幻', '机战']"
A41,天空之城,none,['天空之城拉普他'],"['奇幻', '治愈', '科幻', '冒险']"
A42,海贼王,['1999年10月20日'],['ワンピース'],"['热血', '战斗', '搞笑', '冒险', '友情']"
A43,四叠半神话大系,['2010年4月22日'],['四疊半神話大系'],"['科幻', '青春', '校园', '奇幻']"
A44,攻壳机动队2.0,none,['GHOST IN THE SHELL2.0'],['科幻']
A45,魔法少女小圆,['2011年1月7日'],['魔法少女まどか☆マギカ'],"['致郁', '治愈', '猎奇', '百合', '奇幻', '战斗']"
A46,盗梦侦探,none,['红辣椒'],"['科幻', '悬疑', '奇幻']"
A47,水星领航员 The AVVENIRE,none,none,"['治愈', '百合', '日常', '科幻']"
A48,新世纪福音战士剧场版 DEATH(TRUE)2/Air/真心为你,none,['新世紀エヴァンゲリオン劇場版 REVIVAL OF EVANGELION'],"['科幻', '机战', '战斗']"
A49,乒乓,['2014年4月10日'],['ピンポン'],"['运动', '热血', '青春', '励志']"
A50,莉兹与青鸟,none,['Liz und ein Blauer Vogel'],"['百合', '校园', '青春', '治愈', '友情', '日常']"
A51,死亡笔记,['2006年10月4日'],['デスノート'],['悬疑']
A52,CLANNAD,['2007年10月4日'],['クラナド'],"['催泪', '治愈', '校园', '恋爱', '后宫']"
A53,哆啦A梦 大山版,['1979年4月2日'],['哆啦A梦 1979版'],"['搞笑', '科幻', '日常', '子供向', '奇幻']"
A54,幽灵公主,none,['魔法公主'],"['奇幻', '治愈']"
A55,剧场版 空之境界 第五章 矛盾螺旋,none,['the Garden of sinners: Paradox Paradigm.'],"['奇幻', '战斗']"
A56,攻壳机动队 S.A.C. Solid State Society,['2006年9月1日'],['攻壳机动队SSS'],['科幻']
A57,机动战士高达 逆袭的夏亚,none,none,"['科幻', '机战']"
A58,少女革命,['1997年4月2日'],['Revolutionary Girl Utena'],['百合']
A59,少女与战车 剧场版,none,['Girls und Panzer der Film'],"['百合', '战斗', '热血', '萌', '搞笑', '校园']"
A60,排球少年 第二季,['2015年10月3日'],none,"['热血', '运动', '校园', '青春']"
A61,日常,['2011年4月2日'],['Nichijou'],"['日常', '治愈', '搞笑', '萌', '校园', '百合']"
A62,昭和元禄落语心中 -助六再临篇-,['2017年1月6日'],['昭和元禄落语心中 第二季'],['治愈']
A63,猎人,['2011年10月2日'],['ハンター×ハンター 2011'],"['热血', '战斗', '冒险']"
A64,JOJO的奇妙冒险 星尘斗士 埃及篇,['2015年1月9日'],['JOJO的奇妙冒险 星尘十字军 埃及篇'],"['热血', '战斗', '奇幻', '冒险', '搞笑']"
A65,怪物,['2004年4月6日'],none,['悬疑']
A66,钢之炼金术师,['2003年10月4日'],['弹珠小金刚'],"['热血', '奇幻', '战斗']"
A67,风之谷,none,['风谷少女'],"['科幻', '奇幻', '治愈']"
A68,百变之星,['2003年4月3日'],['百变之星 崭新之翼（后半）'],"['励志', '百合', '青春']"
A69,Code Geass 反叛的鲁路修,['2006年10月5日'],['叛逆的鲁路修'],"['机战', '科幻', '战斗']"
A70,剧场版 魔法少女小圆 剧场版 [新篇] 叛逆的物语,none,['魔法少女小圆 叛逆的故事'],"['百合', '致郁', '治愈', '战斗', '奇幻']"
A71,棒球英豪,['1985年3月24日'],['Touch'],"['爱情', '青春', '校园', '友情', '运动', '恋爱']"
A72,∀高达,['1999年4月9日'],['逆A高达'],"['科幻', '机战']"
A73,FLCL,none,['フリクリ'],"['青春', '科幻']"
A74,星空清理者,['2003年10月4日'],['PLANET-ES'],"['科幻', '治愈', '职场']"
A75,数码兽大冒险,['1999-03-07'],['数码暴龙'],"['热血', '奇幻', '冒险', '战斗', '科幻']"
A76,十二国记,['2002年4月9日'],none,['奇幻']
A77,银魂' 延长战,['2012年10月4日'],"[""金魂'""]","['搞笑', '热血']"
A78,歌牌情缘2,['2013年1月11日'],['歌牌情缘 第二季'],"['青春', '热血', '校园', '励志', '运动', '恋爱', '治愈']"
A79,爆漫王。3,['2012年10月6日'],['Bakuman. 3'],"['励志', '热血', '青春']"
A80,福音战士新剧场版：序,none,['EVANGELION:1.0 YOU ARE (NOT) ALONE.'],"['科幻', '机战', '战斗']"
A81,星际牛仔 天国之扉,none,['赏金猎人：天国之扉'],"['科幻', '动作']"
A82,水星领航员 第二季,['2006年4月2日'],['アリア The NATURAL'],"['治愈', '科幻', '日常', '百合']"
A83,棋魂,['2001年10月10日'],['棋灵王'],"['热血', '励志', '运动']"
A84,化物语,['2009年7月3日'],['バケモノガタリ'],"['后宫', '奇幻', '恋爱']"
A85,3月的狮子,['2016年10月8日'],['3月的獅子'],"['治愈', '日常', '青春', '励志', '运动']"
A86,永生之酒,['2007年7月26日'],['BACCANO!'],['奇幻']
A87,太空丹迪 第二季,['2014年7月6日'],['宇宙浪子 第二季'],"['科幻', '搞笑']"
A88,虫师 蚀日之翳,['2014年1月4日'],['蟲師特別編 日蝕む翳'],"['治愈', '奇幻']"
A89,哆啦A梦,['2005年4月15日'],['哆啦A梦 2005版'],"['搞笑', '科幻', '治愈', '日常', '奇幻']"
A90,飞跃巅峰！,none,['Aim for the Top GunBuster'],"['科幻', '热血', '机战', '百合']"
A91,机器人总动员,none,['WALL-E'],"['治愈', '科幻', '3D', '萌', '爱情']"
A92,皇家国教骑士团 OVA,none,['厄夜怪客'],"['血腥', '战斗', '奇幻', '热血']"
A93,物怪,['2007年7月12日'],['怪化猫'],"['奇幻', '悬疑']"
A94,我的三体 章北海传,['2020年1月21日'],none,"['科幻', '3D']"
A95,东京教父,none,none,"['治愈', '搞笑']"
A96,Heart Catch 光之美少女!,['2010年2月7日'],['抓心Q娃'],"['百合', '治愈']"
A97,虫师 续章 铃之雫,none,['蟲師 特別編 鈴の雫'],"['治愈', '奇幻', '致郁']"
A98,来自新世界,['2012年9月28日'],['自新世界'],"['科幻', '猎奇', '奇幻', '致郁']"
A99,新世纪福音战士剧场版 死与新生,none,['新世紀エヴァンゲリオン劇場版 DEATH &amp; REBIRTH'],"['科幻', '机战']"
A100,水星领航员 OVA ～ARIETTA～,none,['水星领航员 OVA'],"['治愈', '百合', '奇幻', '日常', '科幻']"
A101,夏目友人帐 参,['2011年7月4日'],['夏目友人帐 三'],"['治愈', '奇幻', '日常']"
A102,来自深渊,['2017年7月7日'],['Made in Abyss'],"['奇幻', '冒险', '猎奇', '治愈', '致郁', '萌']"
A103,冰菓,['2012年4月22日'],['冰果'],"['青春', '校园', '悬疑', '恋爱', '日常', '治愈']"
A104,强风吹拂,['2018年10月2日'],['強風吹拂'],"['运动', '热血', '青春', '励志', '校园']"
A105,比宇宙更远的地方,['2018年1月2日'],['去南极'],"['青春', '百合', '治愈', '励志', '日常', '友情', '催泪', '冒险']"
A106,王牌投手 振臂高挥,['2007年4月12日'],none,"['青春', '运动', '热血']"
A107,电脑线圈,['2007年5月12日'],none,"['科幻', '百合', '治愈']"
A108,龙猫,none,['托托羅'],"['治愈', '奇幻']"
A109,JOJO的奇妙冒险,none,['乔乔冒险奇遇'],"['热血', '战斗', '奇幻', '血腥']"
A110,猎人 OVA,none,['HUNTER×HUNTER （OVA第1期）'],"['热血', '战斗', '奇幻', '冒险']"
A111,王牌投手 振臂高挥～夏日大会篇～,['2010年4月1日'],['王牌投手 振臂高挥 第2季'],"['青春', '运动', '热血']"
A112,吹响！悠风号 第二季,['2016年10月5日'],['吹响！上低音号 第二季'],"['校园', '百合', '青春', '励志', '治愈', '日常']"
A113,飞跃巅峰2！,['2004年11月26日'],['DIEBUSTER'],"['热血', '百合', '催泪', '科幻', '机战']"
A114,吹响！悠风号,['2015年4月7日'],['吹响吧！上低音号'],"['校园', '百合', '青春', '励志', '治愈', '日常']"
A115,全金属狂潮 校园篇,['2003年8月26日'],['Full Metal Panic? Fumoffu'],"['搞笑', '校园', '科幻', '机战', '日常']"
A116,水星领航员,['2005年10月5日'],['アリア The ANIMATION'],"['治愈', '科幻', '日常', '百合']"
A117,日本动画（人）博览会,['2014年11月7日'],['日本动画人博览会'],[]
A118,少女革命剧场版 思春期默示录,none,['少女革命剧场版 青春默示录'],['百合']
A119,凉宫春日的忧郁,['2006年4月2日'],['凉宫春日的忧郁 2006版'],"['校园', '日常', '搞笑', '科幻']"
A120,海盗战记,['2019年7月7日'],['VINLAND SAGA'],"['战斗', '热血', '冒险']"
A121,排球少年,['2014年4月6日'],['排球！！'],"['热血', '运动', '青春', '校园']"
A122,Code Geass 反叛的鲁路修R2,['2008年4月6日'],['叛逆的鲁路修R2'],"['机战', '科幻', '战斗']"
A123,幸运星,['2007年4月8日'],['Raki☆Suta'],"['搞笑', '日常', '校园', '萌', '百合']"
A124,别对映像研出手！,['2020年1月5日'],none,"['校园', '青春', '日常', '搞笑', '热血', '励志']"
A125,高分少女 第二季,['2019年10月25日'],['Hi Score Girl II'],"['恋爱', '青春', '搞笑', '校园', '治愈', '热血']"
A126,昭和元禄落语心中,['2016年1月8日'],['Shouwa Genroku Rakugo Shinjuu'],['治愈']
A127,灵能百分百 第二季,['2019年1月7日'],['路人超能100 II'],"['战斗', '搞笑', '热血', '奇幻', '治愈']"
A128,摇曳露营△,['2018年1月4日'],['轻旅轻营△'],"['百合', '治愈', '日常', '萌', '搞笑', '校园']"
A129,回忆三部曲,none,['メモリーズ'],"['科幻', '搞笑']"
A130,老人与海,none,none,[]
A131,Fate/Zero,['2011年10月1日'],['命运开始之夜'],"['奇幻', '战斗', '热血']"
A132,瑞克和莫蒂 第四季,['2019年11月10日'],none,"['科幻', '搞笑', '猎奇']"
A133,宇宙兄弟,['2012年4月1日'],none,"['励志', '科幻', '治愈', '热血']"
A134,春宵苦短，少女前进吧！,none,['春宵苦短少女前进吧'],"['恋爱', '青春', '奇幻', '校园', '爱情']"
A135,龙珠,['1986年2月26日'],['DRAGON BALL'],"['热血', '战斗', '搞笑', '奇幻', '冒险']"
A136,福星小子2 绮丽梦中人,none,['BEAUTIFUL·DREAMER'],"['搞笑', '奇幻']"
A137,天元突破红莲螺岩 螺岩篇,none,['天元突破剧场版 螺岩篇'],"['热血', '战斗', '机战']"
A138,欢迎加入NHK！,['2006年7月9日'],['欢迎加入N・H・K！'],"['治愈', '搞笑', '日常']"
A139,爆漫王。2,['2011年10月1日'],['Bakuman. 2'],"['励志', '热血', '青春']"
A140,JOJO的奇妙冒险 星尘斗士,['2014年4月4日'],['JOJO的奇妙冒险 星尘十字军'],"['热血', '战斗', '奇幻', '冒险']"
A141,龙与虎,['2008年10月1日'],['虎與龍'],"['校园', '青春', '萌', '恋爱', '治愈', '爱情']"
A142,山水情,none,['Feelings of Mountains and Waters'],[]
A143,怪诞小镇 第二季,['2014年8月1日'],none,"['奇幻', '搞笑', '冒险', '科幻']"
A144,终物语（下）,['2017年8月12日'],['终物语(下)'],"['后宫', '奇幻', '恋爱']"
A145,交响诗篇,['2005年4月17日'],['Eureka Seven'],"['科幻', '机战', '恋爱']"
A146,人狼,none,['Jin-Roh: The Wolf Brigade'],"['科幻', '爱情']"
A147,悠久之翼2,['2008年10月6日'],['ef2'],"['催泪', '恋爱', '爱情', '治愈', '校园', '致郁']"
A148,银魂°,['2015年4月8日'],['銀魂゜'],"['搞笑', '热血', '战斗']"
A149,寒蝉鸣泣之时 解,['2007年7月5日'],none,"['悬疑', '惊悚', '治愈', '猎奇', '致郁']"
A150,小魔女DoReMi 童年秘密篇,none,['おジャ魔女どれみナ．イ．ショ'],['搞笑']
A151,秒速5厘米,none,['秒速五厘米'],"['爱情', '催泪', '恋爱', '治愈', '青春', '致郁']"
A152,进击的巨人 第三季,['2018年7月22日'],['Attack on Titan Season 3'],"['热血', '战斗', '奇幻', '悬疑', '猎奇']"
A153,歌牌情缘,['2011年10月4日'],['花牌情缘'],"['治愈', '热血', '青春', '校园', '励志', '运动', '恋爱']"
A154,攻壳机动队 STAND ALONE COMPLEX 笑面男,none,none,['科幻']
A155,剧场版 吹响！悠风号～誓言的终章～,none,['剧场版 吹响！上低音号～誓言的终章～'],"['校园', '青春', '百合', '励志', '日常']"
A156,蜡笔小新 呼风唤雨！大人帝国的反击,none,none,['搞笑']
A157,心灵游戏,none,['マインド・ゲーム'],['奇幻']
A158,黑客帝国动画版,none,none,['科幻']
A159,剧场版 空之境界 第七章 杀人考察（后）,none,['the Garden of sinners: ......not nothing heart.'],"['奇幻', '战斗']"
A160,超时空要塞 可曾记得爱,none,['Macross－Do You Remember Love?'],"['科幻', '机战', '恋爱', '爱情']"
A161,续 夏目友人帐,['2009年1月5日'],['夏目友人帐 续'],"['治愈', '奇幻']"
A162,装甲骑兵VOTOMS,['1983年4月1日'],['Armored Trooper Votoms'],"['科幻', '机战']"
A163,白兔糖,['2011年7月7日'],['兔子软糖'],"['治愈', '日常']"
A164,JOJO的奇妙冒险 黄金之风,['2018年10月5日'],['JOJO5'],"['热血', '战斗', '奇幻', '搞笑']"
A165,机动战士高达 THE ORIGIN,none,['機動戦士ガンダム ジ・オリジン'],"['科幻', '机战']"
A166,海马,['2008年4月10日'],['Kaiba'],"['科幻', '猎奇', '奇幻']"
A167,一拳超人,['2015年10月4日'],['一拳超人'],"['热血', '搞笑', '战斗', '奇幻', '动作']"
A168,攻壳机动队 S.A.C. SSS 3D,none,none,"['科幻', '悬疑']"
A169,Fate/stay night [Heaven's Feel] III.spring song,none,['命运之夜——天之杯3'],"['战斗', '奇幻', '热血']"
A170,夏目友人帐,['2008年7月7日'],['夏目友人帐 一'],"['治愈', '奇幻']"
A171,奇诺之旅,['2017年10月6日'],['新奇诺之旅'],"['奇幻', '治愈', '冒险']"
A172,攻壳机动队 S.A.C. 2nd GIG 个别的十一人,none,none,['科幻']
A173,妄想代理人,['2004年2月2日'],['Paranoia Agent'],"['奇幻', '悬疑']"
A174,机动战士高达 第08MS小队,none,['机动战士高达08MS小队'],"['科幻', '机战']"
A175,百变之星 不死鸟传说 ～蕾拉・汉密尔顿物语～,none,['万花筒之星OVA2 凤凰传说'],"['百合', '励志', '青春']"
A176,传说巨神伊迪安 发动篇,none,none,['科幻']
A177,回忆积木小屋,none,['La Maison en Petits Cubes'],"['治愈', '催泪']"
A178,AIR,['2005年1月6日'],['青空'],"['催泪', '治愈', '恋爱', '奇幻']"
A179,狮子王,['1995年'],['Simba: The King Lion'],['奇幻']
A180,吊带袜天使,['2010年10月1日'],['小裤裤、长筒袜、吊袜带、psg'],"['搞笑', '战斗']"
A181,狼的孩子雨和雪,['2012年7月21日'],['狼的孩子雨和雪'],"['治愈', '奇幻', '催泪']"
A182,伤物语III 冷血篇,none,['伤物语 Ⅲ 冷血篇'],"['奇幻', '战斗', '后宫']"
A183,寒蝉鸣泣之时,['2006年4月4日'],['秋蝉鸣泣之时'],"['悬疑', '惊悚', '猎奇', '致郁', '治愈']"
A184,辉夜姬物语,none,['The Tale of the Princess Kaguya'],"['治愈', '奇幻']"
A185,小魔女DoReMi 大合奏,['2002年2月3日'],['Ojamajo Doremi Dokka~n!'],"['校园', '子供向']"
A186,夏目友人帐 肆,['2012年1月2日'],['夏目友人帐 四'],"['治愈', '奇幻', '日常']"
A187,监狱兔 第一季,['2006年6月28日'],['逃亡兔'],"['搞笑', '3D']"
A188,机动警察 NEW OVA,none,['机动警察 后期OVA'],"['科幻', '搞笑', '欢乐', '机战']"
A189,你的名字。,none,['your name.'],"['恋爱', '奇幻', '治愈', '穿越', '青春', '爱情', '校园', '催泪']"
A190,银之匙 Silver Spoon 第二季,['2014年1月9日'],['银之匙 S2'],"['治愈', '青春', '校园', '搞笑', '日常', '励志']"
A191,校园迷糊大王,['2004年10月5日'],['School Rumble'],"['搞笑', '校园', '恋爱', '青春', '日常', '欢乐']"
A192,娜娜,['2006年4月5日'],none,"['催泪', '恋爱', '治愈', '青春']"
A193,轻音少女 剧场版,none,['轻音 剧场版'],"['治愈', '萌', '百合', '校园', '日常', '青春']"
A194,蜘蛛侠：平行宇宙,none,['Spider-Man: a New Universe'],"['3D', '科幻', '战斗', '动作', '奇幻']"
A195,物语系列 第二季,['2013年7月6日'],['全物语'],"['后宫', '奇幻', '恋爱']"
A196,太空丹迪,['2014年1月5日'],['宇宙浪子'],"['科幻', '搞笑']"
A197,魔卡少女樱,['1998年4月7日'],['Cardcaptor Sakura'],"['治愈', '萌', 'BL', '校园', '奇幻', '百合', '恋爱', '战斗']"
A198,搞笑漫画日和,['2005年2月7日'],['搞笑漫画日和 第1期'],['搞笑']
A199,回转企鹅罐,['2011年7月7日'],['转吧企鹅鼓'],"['萌', '治愈']"
A200,红猪,none,['飞天红猪侠'],"['科幻', '治愈']"
A201,疯狂约会美丽都,none,['ベルヴィル・ランデブー'],[]
A202,四月是你的谎言,['2014年10月9日'],none,"['恋爱', '治愈', '青春', '催泪', '校园', '致郁', '励志']"
A203,少女终末旅行,['2017年10月6日'],"[""Girls' Last Tour""]","['百合', '治愈', '科幻', '致郁', '日常', '萌', '冒险']"
A204,精灵守护者,['2007年4月7日'],['精灵守护人'],"['动作', '奇幻', '治愈', '战斗']"
A205,黑礁 The Second Barrage,['2006年10月2日'],['黑礁 第二季'],"['战斗', '热血', '动作']"
A206,偶像大师,['2011年7月7日'],['アイドルマスター'],"['励志', '百合', '治愈']"
A207,宇宙战舰大和号2199,['2013年4月7日'],none,"['科幻', '机战']"
A208,穿越时空的少女,none,['跳躍吧！時空少女'],"['校园', '恋爱', '治愈', '科幻', '青春', '穿越', '催泪', '爱情', '奇幻']"
A209,爆漫王。,['2010年10月2日'],['食梦者'],"['励志', '热血', '青春']"
A210,龙珠Z,['1989年4月26日'],['七龙珠Z'],"['热血', '战斗']"
A211,交响情人梦,['2007年1月11日'],['Nodame Cantabile'],"['校园', '恋爱', '搞笑', '治愈', '爱情']"
A212,战斗之魂Brave,['2010-09-12'],['Battle Spirits Brave'],['子供向']
A213,剧场版 空之境界 第一章 俯瞰风景,none,['the Garden of sinners: Thanatos'],"['奇幻', '战斗']"
A214,悠久之翼,['2007年10月6日'],['悠久之翼1'],"['校园', '恋爱', '催泪', '治愈', '致郁', '爱情']"
A215,剧场版 空之境界 第三章 痛觉残留,none,"['the Garden of sinners: ever cry, never life.']","['奇幻', '战斗']"
A216,无头骑士异闻录,['2010年1月7日'],['無頭騎士異聞錄'],['奇幻']
A217,无限的未知,['1999年10月6日'],['Infinite Ryvius'],['科幻']
A218,机动战舰抚子号,['1996年10月1日'],['机动战舰'],"['科幻', '后宫', '机战', '搞笑']"
A219,斩服少女,['2013年10月3日'],['klk'],"['热血', '百合', '战斗', '搞笑', '奇幻', '校园']"
A220,剧场版 悠哉日常大王 Vacation,none,none,"['日常', '治愈', '百合', '搞笑', '萌']"
A221,夏日大作战,none,['夏日战争'],"['科幻', '治愈', '热血']"
A222,重启咲良田,['2017年4月5日'],['咲良田重置'],"['悬疑', '奇幻', '恋爱', '科幻', '校园', '穿越', '青春']"
A223,DARKER THAN BLACK -黑之契约者-,['2007年4月5日'],none,"['战斗', '奇幻', '科幻']"
A224,小马驹G4 第一季,['2010年10月10日'],['小马驹之友谊是魔法'],"['萌', '日常', '子供向', '百合']"
A225,剧场版 吹响！悠风号～想要传达的旋律～,none,['剧场版 吹响！上低音号～想要传达的旋律～'],"['百合', '校园', '青春', '励志', '日常', '治愈']"
A226,银之匙 Silver Spoon,['2013年7月11日'],['白银之匙'],"['治愈', '搞笑', '校园', '日常', '青春', '励志']"
A227,JOJO的奇妙冒险 不灭钻石,['2016年4月1日'],['JOJO4'],"['热血', '战斗', '奇幻', '日常', '搞笑']"
A228,悠哉日常大王 Repeat,['2015年7月6日'],['悠悠哉哉少女日和 Repeat'],"['日常', '治愈', '百合', '萌', '搞笑', '校园']"
A229,机动战士高达,['1979年4月7日'],['机动战士高达0079'],"['科幻', '机战']"
A230,赌博默示录,['2007年10月2日'],['逆境无赖开司 第一季'],"['悬疑', '热血']"
A231,剧场版 魔法少女小圆 剧场版 [后篇] 永远的物语,none,['魔法少女小圆 [后篇] 永远的故事'],"['百合', '治愈', '致郁', '战斗', '奇幻']"
A232,悠哉日常大王,['2013年10月7日'],['悠悠哉哉少女日和'],"['日常', '治愈', '百合', '萌', '搞笑']"
A233,祖先大人万万岁,none,['御先祖样万万岁'],"['科幻', '搞笑']"
A234,天体战士 第2期,['2009年10月3日'],none,"['搞笑', '治愈', '日常']"
A235,降世神通：最后的气宗 第三季,['2007年9月21日'],['Book Three: Fire'],"['搞笑', '奇幻', '战斗', '动作', '子供向']"
A236,萩萩公主,['2002年8月16日'],['彩梦芭蕾'],['治愈']
A237,恶魔人 crybaby,['2018年1月5日'],['恶魔人 哭泣之子'],"['猎奇', '战斗', '致郁', '奇幻', '血腥']"
A238,天体战士,['2008年10月3日'],none,"['搞笑', '欢乐', '治愈', '日常']"
A239,男子高中生的日常,['2012年1月9日'],['Danshi Koukousei no Nichijou'],"['搞笑', '日常', '校园', '青春', '欢乐']"
A240,异邦人 无皇刃谭,none,['Sword of the Stranger'],"['动作', '战斗', '热血']"
A241,麻辣教师GTO,['1999年6月30日'],['G.T.O.'],"['热血', '搞笑', '校园']"
A242,少年同盟 2,['2012年4月2日'],['少年同盟 第二季'],"['治愈', '校园', '青春', '日常']"
A243,凉宫春日的忧郁 2009,['2009年4月2日'],['涼宮ハルヒの憂鬱 (2009)'],"['校园', '日常', '科幻', '搞笑', '奇幻']"
A244,银魂 JUMP动画巡回展 2005,none,['銀魂 ジャンプアニメツアー 2005'],['搞笑']
A245,罗小黑战记,none,['罗小黑战记 电影版'],"['奇幻', '治愈', '战斗', '萌', '搞笑', '热血']"
A246,四叶游戏,['2009年4月5日'],['幸运四叶草'],"['青春', '运动', '恋爱', '校园']"
A247,明日之丈,['1970年4月1日'],['小拳王'],[]
A248,苍穹之法芙娜 EXODUS,['2015年1月8日'],['苍穹之战神 EXODUS'],"['机战', '科幻', '战斗']"
A249,进击的巨人,['2013年4月6日'],['自由之翼'],"['热血', '战斗', '奇幻', '猎奇']"
A250,辉夜大小姐想让我告白？～天才们的恋爱头脑战～,['2020年4月11日'],['かぐや様は告らせたい～天才たちの恋愛頭脳戦～ 第2期'],"['恋爱', '搞笑', '校园', '日常', '青春', '萌']"
A251,秀逗魔导士NEXT,['1996年4月5日'],['魔剑美神NEXT'],"['搞笑', '奇幻', '热血']"
A252,宇宙骑士BLADE,['1992-02-18'],['Uchū no Kishi Tekkaman Burēdo'],"['科幻', '机战', '致郁']"
A253,NO GAME NO LIFE 游戏人生 ZERO,none,['游戏人生ZERO'],"['奇幻', '催泪', '恋爱', '战斗', '热血', '治愈']"
A254,机动战舰抚子号 暗黑王子,none,['机动战舰抚子号 剧场版'],"['科幻', '机战', '搞笑']"
A255,轻音少女 第二季,['2010年4月6日'],['轻音!!'],"['萌', '校园', '治愈', '日常', '百合', '青春']"
A256,轻音少女,['2009年4月2日'],['轻音'],"['校园', '萌', '治愈', '日常', '百合', '青春', '搞笑']"
A257,南方公园 第16季,['2012年3月14日'],none,['搞笑']
A258,红线,none,['超时空甩尾'],"['热血', '科幻']"
A259,勇者王GaoGaiGar Final,none,none,"['热血', '科幻', '机战']"
A260,向阳素描 沙英・寻 毕业篇,none,['向阳素描 沙英·绯露 卒业篇'],"['治愈', '百合', '日常', '校园', '萌']"
A261,种树的牧羊人,none,['The Man Who Planted Trees'],[]
A262,×××HOLiC◆继,['2008年4月3日'],['xxxHOLiC◆继'],"['奇幻', '穿越', '搞笑']"
A263,蓝宝石之谜,['1990年4月13日'],['海底两万里'],"['科幻', '冒险']"
A264,超时空要塞,['1982年10月3日'],['Macross'],"['科幻', '机战', '恋爱']"
A265,小马驹G4 第二季,['2011年9月17日'],['我的小马驹：友谊的魔力'],"['萌', '日常', '子供向']"
A266,吸血鬼猎人D：妖杀行,none,['バンパイアハンターD'],['奇幻']
