id,name,time,other names,类型
A2291,DokiDoki! 光之美少女 爱结婚了!!?连接未来的希望婚纱,none,['心跳！光之美少女 小爱结婚了！！？连结未来的希望礼服！'],"['百合', '奇幻']"
A2292,超剧场版 Keroro军曹2 深海的公主,none,none,"['搞笑', '科幻', '奇幻']"
A2293,叮当猫,['1993-04-05'],['Pokonyan!'],['搞笑']
A2294,Another,['2012年1月9日'],['アナザー'],"['悬疑', '恐怖', '校园', '猎奇', '惊悚', '血腥']"
A2295,Fate/stay night UNLIMITED BLADE WORKS,none,['圣杯之战'],"['奇幻', '战斗', '热血']"
A2296,魔道祖师 前尘篇,['2018年7月9日'],none,"['耽美', 'BL', '战斗', '热血']"
A2297,机器人少女Z+,['2015年5月20日'],['机器人少女Z PLUS'],"['百合', '搞笑', '欢乐', '机战', '萌']"
A2298,机动战士高达00 Special Edition,none,none,"['机战', '科幻']"
A2299,一起一起这里那里,['2012年4月5日'],none,"['萌', '治愈', '日常', '恋爱', '校园', '搞笑']"
A2300,黄昏少女×失忆,['2012年4月8日'],none,"['校园', '恋爱', '萌', '治愈', '奇幻', '悬疑', '后宫']"
A2301,尾随者竞技,none,['TAILENDERS'],"['热血', '科幻']"
A2302,交涉人勇午,['2004年2月24日'],['Yugo'],['战斗']
A2303,赤色挽歌,none,['Sekishoku erejî'],[]
A2304,switch缉毒特搜班,none,none,"['耽美', 'BL']"
A2305,一人之下3·入世篇,['2020年4月24日'],['一人之下 北京篇'],"['战斗', '奇幻', '热血']"
A2306,英雄时代,['2007年4月1日'],['英雄世纪'],"['科幻', '机战']"
A2307,刀剑神域 序列之争,none,['Sword Art Online The Movie: Ordinal Scale'],"['后宫', '科幻', '战斗', '恋爱', '奇幻']"
A2308,寒蝉鸣泣之时外传 猫杀篇,none,none,"['悬疑', '搞笑', '惊悚', '致郁', '恐怖']"
A2309,西游记之大圣归来,none,['Monkey King: Hero is Back'],"['3D', '热血', '战斗', '奇幻', '搞笑']"
A2310,停驻你心门,none,['关上最后的门'],"['BL', '耽美']"
A2311,魔法老师！～白色之翼 ALA ALBA～,none,none,"['后宫', '百合', '搞笑']"
A2312,漂流武士 第二季,none,['DRIFTERS episode 13-14'],"['战斗', '奇幻', '热血', '穿越', '血腥']"
A2313,数码兽大冒险02 超恶魔兽的反击,none,['数码暴龙大冒险02 超恶魔兽的反击'],['热血']
A2314,灵魂力量,['1998年4月8日'],['机动神脑'],"['科幻', '机战']"
A2315,星辰变,['2018年10月5日'],['星辰变 第1季'],"['3D', '奇幻', '战斗', '动作']"
A2316,鲁邦三世：巴比伦黄金传说,none,none,[]
A2317,苍色骑士,['2008年4月5日'],['ブラスレイター'],"['科幻', '动作', '机战']"
A2318,小马宝莉大电影,none,['小马驹G4大电影'],[]
A2319,「C」,['2011年4月14日'],['シー'],"['战斗', '科幻']"
A2320,神灵狩,['2007年10月18日'],['神霊狩'],"['悬疑', '猎奇', '科幻']"
A2321,来自多彩世界的明天,['2018年10月5日'],['来自缤纷世界的明天'],"['恋爱', '奇幻', '校园', '青春', '治愈', '穿越']"
A2322,光与水的女神,['2004-01-15'],none,"['科幻', '搞笑', '动作']"
A2323,Infini-T Force,['2017年10月2日'],none,"['3D', '科幻', '战斗']"
A2324,飞天小女警,['1998-11-18'],none,"['战斗', '搞笑', '科幻']"
A2325,歌牌情缘 OAD,none,['花牌情缘 OAD'],"['青春', '热血', '校园', '恋爱', '搞笑', '治愈']"
A2326,星合之空,['2019年10月10日'],none,"['运动', '校园', '青春', '致郁']"
A2327,哆啦A梦 大雄与绿巨人传,none,['大雄和绿巨人传'],"['科幻', '治愈', '搞笑', '奇幻']"
A2328,蜡笔小新 风起云涌！我的宇宙公主,none,none,"['搞笑', '治愈']"
A2329,非常偶像Key,none,['キィ・ザ・メタル・アイドル'],"['百合', '科幻']"
A2330,真魔神英雄传 魔神山篇,none,none,['子供向']
A2331,扑杀天使朵库萝2,none,['扑杀天使小骷髅2'],"['搞笑', '血腥', '后宫', '猎奇', '欢乐']"
A2332,圆盘皇女 十二月的小夜曲,['2003年10月4日'],none,['后宫']
A2333,马丁的早晨,['2004年2月17日'],['Martin Martin'],"['校园', '搞笑', '治愈', '奇幻']"
A2334,光之美少女 Dream Stars,none,none,['百合']
A2335,GAMERS电玩咖,['2017年7月13日'],none,"['搞笑', '恋爱', '校园', '日常', '后宫']"
A2336,钢铁天使核桃 零,none,none,[]
A2337,仙乐传说 世界统合篇,none,['テイルズ オブ シンフォニア THE ANIMATION 世界統合編'],"['奇幻', '热血']"
A2338,龙珠Z 银河最强战士,none,['龙珠Z剧场版09 银河面临危机！身手不凡的高手！！'],"['热血', '战斗']"
A2339,圆盘皇女 星灵节的新娘,none,none,"['恋爱', '后宫', '搞笑']"
A2340,迷你加尔刚蒂亚,['2013年4月10日'],['迷你翠星小剧场'],['搞笑']
A2341,谜样女友X OAD 谜之夏日祭典,none,none,"['纯爱', '治愈', '恋爱', '校园', '爱情', '猎奇']"
A2342,史上最强弟子兼一 OAD,none,['史上最强弟子兼一 OVA'],"['热血', '战斗']"
A2343,女恶魔人,['1998年10月10日'],['devilman lady'],"['百合', '猎奇']"
A2344,Fresh 光之美少女! 玩具王国有很多秘密!?,none,['剧场版 Fresh Precure 玩具之国秘密多多!?'],"['百合', '奇幻', '校园']"
A2345,喜剧,none,['Comedy'],[]
A2346,GJ部,['2013年1月9日'],none,"['日常', '搞笑', '校园', '后宫', '萌', '治愈']"
A2347,死神,['2004年10月5日'],none,"['热血', '战斗', '奇幻']"
A2348,MADLAX,['2004年4月5日'],['玛德莱克丝'],"['百合', '战斗']"
A2349,黑塔利亚 The World Twinkle 万圣节特别篇,none,none,"['搞笑', '耽美']"
A2350,DokiDoki! 光之美少女,['2013年2月3日'],['DokiDoki! Precure'],"['百合', '校园']"
A2351,银仙,['2014年10月5日'],['电波少女与钱仙大人'],"['搞笑', '治愈', '日常', '奇幻']"
A2352,我为歌狂,['2001年8月6日'],none,"['校园', '爱情', '青春', '恋爱', '励志', '热血', '友情']"
A2353,剧场版 精灵宝可梦：结晶塔的帝王,none,['神奇寶貝電影版3：結晶塔の帝王'],"['奇幻', '热血', '冒险']"
A2354,魔法使的条件 夏季的天空,['2008年7月2日'],['魔法使的条件 夏之空'],"['治愈', '校园', '奇幻']"
A2355,拉瓦拳星球,none,['Trava: Fist Planet'],['科幻']
A2356,GEAR战士电童,['2000年10月4日'],['数码传动战士'],"['机战', '子供向', '科幻']"
A2357,Fate/kaleid liner 魔法少女☆伊莉雅 3rei!!,['2016年7月6日'],['Fate/kaleid liner 魔法少女伊莉雅 第四季'],"['百合', '战斗', '奇幻', '萌', '搞笑']"
A2358,.hack//G.U.三部曲,none,['黑客GU三部曲'],"['3D', '科幻', '冒险', '奇幻', '热血', '战斗']"
A2359,Little Busters! OVA,none,['Little Busters! 番外篇'],"['搞笑', '校园', '治愈', '青春']"
A2360,攻壳机动队ARISE ALTERNATIVE ARCHITECTURE,['2015年4月5日'],['ARISE AA'],"['科幻', '战斗']"
A2361,斗破苍穹 第三季,['2019年7月21日'],none,"['3D', '热血']"
A2362,苍天航路,['2009年4月7日'],none,['热血']
A2363,崩坏3 天穹流星,none,none,[]
A2364,魁拔Ⅲ 战神崛起,none,['魁拔3'],"['奇幻', '冒险', '战斗', '热血', '动作']"
A2365,翼·年代记 鸟笼国的公主,none,['翼·年代记 剧场版'],"['奇幻', '穿越']"
A2366,一人之下 第二季 番外篇 天师下山,['2019年4月14日'],['一人之下 第2季 番外篇 天师下山'],"['战斗', '奇幻', '热血']"
A2367,野良神 ARAGOTO OAD,none,none,"['搞笑', '奇幻', '战斗']"
A2368,特別版 Free!-Take Your Marks-,none,none,"['运动', '校园']"
A2369,火影忍者外传 李洛克的青春FULL POWER忍传,['2012年4月3日'],['火影忍者SD 李洛克的青春全力忍传'],['搞笑']
A2370,RWBY Chibi Season 3,['2018-02-03'],none,['3D']
A2371,迷宫塔 ～乌鲁克之剑～,['2009年1月8日'],['德鲁亚加之塔 ～乌鲁克之剑～'],"['搞笑', '奇幻', '冒险']"
A2372,凹凸世界 第三季·上,['2019年1月25日'],none,"['热血', '3D', '战斗']"
A2373,数码兽大冒险02 前篇：暴龙旋风登陆 危机再现!!/后篇：超绝进化!!黄金装甲最强之力!,none,['数码暴龙大冒险02 前篇：暴龙旋风登陆 危机再现!!/后篇：超绝进化!!黄金装甲最强之力!'],"['热血', '奇幻']"
A2374,头文字D Legend1 -觉醒-,none,['頭文字D Legend1 -覚醒-'],['热血']
A2375,四驱兄弟WGP 暴走四驱大追踪,none,['四驱兄弟 剧场版'],[]
A2376,超剧场版 Keroro军曹 龙勇士的逆袭,none,['超剧场版 Keroro军曹 4 龙勇士的逆袭'],"['搞笑', '科幻', '奇幻']"
A2377,百合星人奈绪子 OAD,none,['百合星人奈緒子美眉'],"['百合', '搞笑']"
A2378,天方魔谭MAGI,['2012年10月7日'],['MAGI'],"['奇幻', '热血', '战斗']"
A2379,偶像大师 灰姑娘女孩剧场 第二季,['2017年10月3日'],['しんげき'],"['搞笑', '百合', '日常', '萌']"
A2380,黑子的篮球 第二季,['2013年10月5日'],['黒子のバスケ 2nd SEASON'],"['热血', '运动', '友情', '校园', '青春']"
A2381,驯龙高手2,none,['驯龙记2(港)'],"['3D', '奇幻', '热血', '战斗', '搞笑']"
A2382,守望先锋：重逢,['2018年11月2日'],none,[]
A2383,幻海奇情 第2期,['2020年3月26日'],['7SEEDS パート2'],['冒险']
A2384,自杀专卖店,none,['找死专卖店(台)'],[]
A2385,魔王勇者,['2013年1月4日'],['Maoyuu Maou Yuusha'],"['奇幻', '恋爱', '搞笑', '后宫']"
A2386,ASIENCE～头发是女人的生命,['2007年3月'],['Hairy Tale'],[]
A2387,心理测量者3 FIRST INSPECTOR,none,['心理测量者 第三季 FIRST INSPECTOR'],"['科幻', '战斗', '悬疑']"
A2388,穿靴子的猫：萌猫三剑客,none,['穿靴子的猫之萌猫三剑客'],"['治愈', '搞笑', '子供向']"
A2389,虹色萤火虫～永远的暑假～,none,none,[]
A2390,海贼王 路飞特别篇 手掌岛的冒险,['2012年12月15日'],['海贼王 路飞特别篇 〜手掌岛的冒险〜'],"['冒险', '热血', '百合', '动作', '搞笑', '励志']"
A2391,猴子捞月,none,none,[]
A2392,101忠狗,none,['101斑点狗'],['搞笑']
A2393,出包王女Darkness OVA,none,none,"['后宫', '搞笑', '校园', '恋爱']"
A2394,仙乐传说 迪赛雅兰篇,none,['テイルズ オブ シンフォニア THE ANIMATION テセアラ編'],"['冒险', '奇幻']"
A2395,高校舰队,['2016年4月9日'],['高中舰队'],"['百合', '萌', '战斗', '科幻', '校园', '日常']"
A2396,扑杀天使朵库萝,none,['扑杀天使小骷髅'],"['搞笑', '血腥', '猎奇', '后宫', '校园']"
A2397,猫语少女,none,none,"['搞笑', '萌']"
A2398,机动战士高达SEED Special Edition,none,['机动战士高达SEED 总集篇'],"['科幻', '机战', '战斗', '热血']"
A2399,真的存在！灵媒老师,['2011年4月12日'],['真的有呀！灵媒先生'],['搞笑']
A2400,银河英雄传说 黄金之翼,none,['银河英雄传说外传 黄金之翼'],['科幻']
A2401,亚尔斯兰战记II,none,['阿尔斯兰战记II'],[]
A2402,阿拉丁,none,none,"['奇幻', '搞笑']"
A2403,文森特,none,none,"['欢乐', '猎奇']"
A2404,拂晓的尤娜,['2014年10月7日'],['晓之尤娜'],"['奇幻', '恋爱', '战斗']"
A2405,灰色的果实,['2014年10月5日'],['Grisaia no Kajitsu'],"['后宫', '恋爱', '校园', '治愈']"
A2406,小熊维尼历险记,['1988-09-10'],none,[]
A2407,恋旅～True Tours Nanto～,['2013年4月28日'],none,"['恋爱', '治愈']"
A2408,光之美少女 Max Heart 秘密花园,none,['剧场版 两个人是Precure！Max Heart'],['百合']
A2409,艾斯嘉科尼,none,['Escaflowne'],"['科幻', '奇幻']"
A2410,ACCA13区监察课 Regards,none,none,"['治愈', '悬疑']"
A2411,直白标题机器人动画,['2013年2月5日'],['ちょっきゅうひょうだいロボットアニメ'],"['3D', '搞笑']"
A2412,亚人酱有话要说,['2017年1月7日'],['Interviews with Monster Girls'],"['日常', '搞笑', '后宫', '校园', '治愈', '奇幻']"
A2413,我的妹妹哪有这么可爱。,['2013年4月6日'],['俺妹2'],"['后宫', '恋爱', '校园', '日常', '搞笑', '萌']"
A2414,苹果核战记2,none,['APPLESEED SAGA: EX MACHINA'],"['3D', '科幻']"
A2415,舞-乙HiME,['2005年10月6日'],none,"['百合', '校园', '科幻', '奇幻', '战斗']"
A2416,恶魔奶爸,['2011年1月9日'],none,"['搞笑', '热血', '校园', '奇幻', '战斗']"
A2417,阿松 第二季,['2017年10月2日'],none,"['搞笑', '日常']"
A2418,CAROLE &amp; TUESDAY,['2019年4月10日'],['圣诞颂与星期二'],"['科幻', '百合', '励志', '治愈']"
A2419,寻找满月,['2002年4月6日'],['星河满月'],"['催泪', '恋爱']"
A2420,机兽起源,['2005年4月10日'],['Zoids Genesis'],['机战']
A2421,上课小动作 OAD,none,none,"['搞笑', '日常', '校园']"
A2422,无爱之战,['2005年4月6日'],none,"['BL', '耽美', '百合', '战斗']"
A2423,千绪的通学路,['2018年7月6日'],none,"['搞笑', '日常', '百合', '校园']"
A2424,小飞象,none,['Dumbo the Flying Elephant'],['子供向']
A2425,牙狼 炎之刻印,['2014年10月3日'],none,"['热血', '战斗', '奇幻']"
A2426,少年好莱坞 第二季,['2015年1月10日'],none,[]
A2427,普通女高中生要做当地偶像 OVA,['2015年12月24日'],none,"['百合', '治愈']"
A2428,崩坏3 天使重构,none,none,"['3D', '战斗']"
A2429,宇宙小毛球,['1995年10月3日'],['外星毛查查'],"['奇幻', '战斗']"
A2430,新・天地无用!,['1997年4月1日'],none,"['科幻', '校园', '搞笑', '后宫', '欢乐']"
A2431,冰川时代2：融冰之灾,none,['Ice Age 2'],"['3D', '搞笑', '治愈', '冒险']"
A2432,全金属狂潮 Boy Meets Girl,none,none,"['科幻', '搞笑']"
A2433,湾岸MIDNIGHT,['2007年6月15日'],none,[]
A2434,赤发白雪姬 OAD,none,none,['恋爱']
A2435,忧国的莫里亚蒂,['2020年10月11日'],none,['悬疑']
A2436,曙光少女,['2005年10月6日'],['Solty Rei'],['科幻']
A2437,.hack//时空,['2002年4月3日'],['黑客时空'],"['百合', '科幻']"
A2438,蓝海少女,['2016年7月8日'],['海之少女'],"['治愈', '百合', '日常', '青春', '萌', '校园']"
A2439,学园救援团,['2011年4月7日'],['スケット・ダンス'],"['搞笑', '热血', '校园', '日常']"
A2440,初音岛II 第二季,['2008年4月5日'],none,"['后宫', '纯爱', '恋爱', '校园']"
A2441,红壳的潘多拉,none,none,"['百合', '科幻', '战斗', '萌', '搞笑']"
A2442,幸腹涂鸦,['2015年1月8日'],['Koufuku Graffiti'],"['百合', '美食', '日常', '治愈', '搞笑']"
A2443,记忆女神的女儿们,['2008年2月3日'],['Mnemosyne -ムネモシュネの娘たち-'],"['血腥', '猎奇', '百合', '科幻', '奇幻']"
A2444,人参娃娃,none,none,[]
A2445,睡美人,none,none,['恋爱']
A2446,这个是僵尸吗？OF THE DEAD,['2012年4月4日'],['これはゾンビですか? OF THE DEAD'],"['后宫', '搞笑', '战斗', '奇幻', '校园', '萌']"
A2447,猫汤剧场,['1999年7月9日'],none,['猎奇']
A2448,GJ部@,['2014年5月5日'],['GJ部＠'],"['日常', '搞笑', '后宫', '校园', '萌', '治愈', '欢乐']"
A2449,犬夜叉 黑色铁碎牙,none,"[""It's a Rumic World""]","['热血', '奇幻', '恋爱']"
A2450,游子吟,['2017年5月14日'],['中国唱诗班之游子吟'],[]
A2451,我不受欢迎，怎么想都是你们的错！,['2013年7月8日'],['ワタモテ'],"['搞笑', '校园', '日常', '致郁', '治愈']"
A2452,海贼王 萨波特别篇 三兄弟的羁绊 奇迹的再会和被继承的意志,['2015年8月22日'],['海贼王 萨波特别篇 〜三兄弟的羁绊 奇迹的再会和被继承的意志〜'],['热血']
A2453,樱花任务,['2017年4月5日'],['樱花探索'],"['职场', '日常', '励志', '治愈', '百合', '青春']"
A2454,光之美少女全明星 New Stage 未来的朋友,none,['光之美少女 All Stars New Stage 未来的朋友'],['百合']
A2455,"Wake Up, Girls! 青春之影",none,['WUG'],"['励志', '青春', '百合', '治愈']"
A2456,异国色恋浪漫谭,none,none,"['BL', '耽美']"
A2457,白蛇：缘起,none,['White Snake'],"['3D', '爱情', '奇幻', '恋爱']"
A2458,High School D×D NEW,['2013年7月7日'],['恶魔高校 D×D NEW'],"['后宫', '热血', '奇幻', '战斗', '校园']"
A2459,机动新世纪高达X,['1996年4月5日'],['After War Gundam X'],"['机战', '科幻']"
A2460,Suite 光之美少女♪ 剧场版：夺回来!连接心的奇迹旋律,none,none,"['百合', '欢乐']"
A2461,十兵卫2 西伯利亚柳生的反击,['2004年1月7日'],none,"['百合', '搞笑']"
A2462,勇者大冒险,['2015年3月31日'],['HUNTERS ADVENTURE'],['3D']
A2463,剧场版 进击的巨人 后篇～自由之翼～,none,['劇場版「進撃の巨人」後編～自由の翼～'],"['热血', '战斗', '奇幻', '猎奇', '血腥']"
A2464,喵楞！,['2016年9月27日'],['喵阿楞！'],"['萌', '3D']"
A2465,天方魔谭MAGI 辛巴达的冒险,['2016年4月15日'],none,"['奇幻', '冒险', '热血', '战斗']"
A2466,逮捕令 全速前进,['2007年10月4日'],none,"['百合', '爱情', '搞笑']"
A2467,同居人时而在腿上、时而跑到脑袋上,['2019年1月9日'],['同居人是猫'],"['治愈', '日常']"
A2468,初音岛 if,none,none,"['恋爱', '后宫', '校园', '萌', '爱情']"
A2469,冰川时代3：恐龙的黎明,none,['Ice Age 3'],"['3D', '搞笑', '治愈', '奇幻', '冒险']"
A2470,狐妖小红娘 王权篇,['2016年1月8日'],none,"['恋爱', '奇幻', '搞笑', '治愈', '战斗']"
A2471,乔瓦尼之岛,none,"[""Giovanni's Island""]",[]
A2472,机动战士高达 铁血的奥尔芬斯,['2015年10月4日'],['机动战士高达 铁血的孤儿'],"['热血', '机战', '科幻', '战斗']"
A2473,离线LINE - 上班族 -,['2013年1月7日'],['LINE OFFLINE ～上班族～'],"['职场', '搞笑']"
A2474,心予報,['2020年1月30日'],none,[]
A2475,超神学院 第三季 神与神,['2015年1月30日'],none,"['热血', '3D', '科幻', '战斗', '催泪', '动作']"
A2476,请问您今天要来点兔子吗？？～Sing for You～,none,none,"['百合', '日常', '萌', '治愈']"
A2477,狂赌之渊 ××,['2019年1月8日'],['狂赌之渊 XX'],"['校园', '百合', '猎奇', '悬疑']"
A2478,文豪野犬 第二季,['2016年10月5日'],['文豪ストレイドッグス 2期'],"['战斗', '奇幻', '热血']"
A2479,机动战士高达F91,none,['MOBILE SUIT GUNDAM Formula 91'],"['机战', '科幻']"
A2480,史上最强弟子兼一 暗之袭击,['2014年4月8日'],none,"['热血', '搞笑', '战斗']"
A2481,未来日记Redial,none,none,"['恋爱', '奇幻', '悬疑', '战斗', '猎奇', '校园']"
A2482,战国BASARA OVA,none,none,[]
A2483,名侦探柯南 十年后的陌生人,none,none,"['悬疑', '恋爱']"
A2484,战国鸟兽戏画～甲～,['2016年10月8日'],none,['搞笑']
A2485,银河机攻队 Majestic Prince,['2013年4月4日'],['银河机攻队 庄严皇子'],"['机战', '科幻']"
A2486,悠悠式,['2013年4月9日'],['YUYU式'],"['日常', '百合', '萌', '搞笑', '治愈', '校园']"
A2487,蜡笔小新 呼风唤雨黄金的间谍大作战,none,none,"['搞笑', '奇幻', '子供向']"
A2488,炸猪排DJ扬太郎,['2016年4月10日'],none,[]
A2489,蜡笔小新 春日部野生王国,none,['呐喊！春日部野生王国'],['搞笑']
A2490,ANOTHER WORLD,['2019年9月13日'],['アナザーワールド'],"['科幻', '恋爱', '青春', '3D', '爱情']"
A2491,纯情房东俏房客 Again,none,['Love Hina Again'],"['后宫', '恋爱', '搞笑', '爱情']"
A2492,斗破苍穹 特别篇,['2017年9月30日'],none,"['3D', '战斗', '奇幻', '热血']"
A2493,冷面天使,none,['天使传说'],"['搞笑', '校园', '欢乐']"
A2494,人鱼的旋律 第二季,['2004年4月3日'],['Mermaid Melody Pichi Pichi Pitch Pure'],"['恋爱', '校园']"
A2495,骇客娃娃,['2015年10月2日'],['Hacka Doll'],"['搞笑', '萌', '百合', '欢乐']"
A2496,红海龟,none,['The Red Turtle'],[]
A2497,八犬传-东方八犬异闻-,['2013年1月5日'],none,"['耽美', 'BL', '奇幻']"
A2498,亲吻姐姐OAD,none,['KissXsis OAD'],"['后宫', '搞笑', '校园', '恋爱']"
A2499,剧场版 精灵宝可梦超世代：宝可梦保育家与苍海的王子 玛纳霏,none,['電影版 神奇寶貝超世代：蒼海の王子 瑪納霏'],"['搞笑', '奇幻', '战斗', '热血', '冒险']"
A2500,圣诞之吻SS OVA,none,['甜蜜吻痕SS OVA'],"['恋爱', '后宫', '纯爱', '校园']"
A2501,小书痴的下克上：为了成为图书管理员而不择手段,['2019年10月2日'],['爱书的下克上：为了成为图书管理员不择手段！'],"['奇幻', '穿越', '日常', '萌', '治愈']"
A2502,咲日和 OAD,none,none,"['百合', '日常', '萌']"
A2503,战国BASARA 贰,['2010年7月11日'],['战国BASARA2'],"['欢乐', '热血', '战斗']"
A2504,网球王子 过去和未来的信息,none,none,"['运动', '热血', '校园']"
A2505,潜行吧！奈亚子F,none,none,"['搞笑', '后宫', '恋爱', '日常']"
A2506,数码兽大冒险02,['2000-04-02'],['Digimon Adventure Zero Two'],"['热血', '战斗', '奇幻', '子供向', '冒险']"
A2507,偶像大师 灰姑娘女孩剧场 高潮季,['2019年4月2日'],['偶像大师 灰姑娘女孩剧场 第四季'],"['搞笑', '百合']"
A2508,童话枪手小红帽,['2006年7月1日'],['Fairy Musketeers'],"['奇幻', '后宫', '萌']"
A2509,梦色蛋糕师,['2009年10月4日'],none,"['校园', '乙女', '恋爱', '美食', '子供向']"
A2510,机动战士高达AGE MEMORY OF EDEN,none,['机动战士高达AGE 伊甸的回忆'],"['机战', '科幻']"
A2511,风之大陆,none,['The Weathering Continent'],['奇幻']
A2512,轰炸超人,['2002年10月2日'],['BOM BOM弹珠人太空战士'],"['奇幻', '子供向', '搞笑', '热血']"
A2513,战国鸟兽戏画～乙～,['2017年1月14日'],none,['搞笑']
A2514,黄金神威 OAD,none,none,"['冒险', '搞笑', '战斗']"
A2515,秀逗魔导士REVOLUTION,['2008年7月2日'],none,"['搞笑', '热血', '奇幻']"
A2516,遥远时空中 舞一夜,none,['劇場版 遙かなる時空の中で 舞一夜'],"['后宫', '乙女']"
A2517,Active Raid -机动强袭室第八课- 2nd,['2016年7月10日'],['アクティヴレイド -機動強襲室第八係- 2期'],"['机战', '科幻']"
A2518,魔法少女砂沙美,['1996年10月4日'],none,['搞笑']
A2519,偶像大师 灰姑娘女孩剧场 第三季,['2018年7月3日'],['しんげき'],"['百合', '搞笑']"
A2520,机动战士高达MS IGLOO 2 重力战线,none,none,"['3D', '科幻', '机战']"
A2521,蜡笔小新之云黑斋的野心,none,none,"['搞笑', '子供向', '科幻']"
A2522,武庚纪之逆天之决,['2016年6月24日'],['封神纪'],"['3D', '热血', '战斗']"
A2523,滑头鬼之孙 零·泪·雪,none,none,"['奇幻', '热血', '战斗']"
A2524,群聚一堂！西顿学园,['2020年1月6日'],['成群逐队！西顿学园'],"['搞笑', '日常', '校园', '后宫', '百合']"
A2525,万有引力OVA,none,['Gravitation: Lyrics of Love OVA'],"['BL', '耽美']"
A2526,最游记 Requiem 落选者的镇魂歌,none,['剧场版 幻想魔伝 最游记 Requiem～给不被选中之人的镇魂歌～'],['奇幻']
A2527,乡村医生,none,none,['猎奇']
A2528,在魔王城说晚安,['2020年10月5日'],none,"['搞笑', '日常', '欢乐', '奇幻', '治愈', '萌']"
A2529,驯龙高手：隐秘的世界,none,['驯龙高手3：隐秘的世界'],"['3D', '奇幻', '冒险']"
A2530,雷顿 神秘侦探社～卡托莉的解谜档案～,['2018年4月8日'],none,['子供向']
A2531,交响诗篇 彩虹满载,none,['交响诗篇Eureka Seven彩虹满载'],"['科幻', '机战', '恋爱', '爱情']"
A2532,百变机兽之洛洛历险记,['2009'],['洛洛历险记'],"['科幻', '3D', '穿越', '战斗', '热血']"
A2533,拜托了双子星,['2003年7月15日'],['拜托了双子星、星空的邂逅'],"['后宫', '恋爱', '校园', '青春']"
A2534,山林小猎人,['1996年4月3日'],['森林小野人'],['搞笑']
A2535,爆炸头武士：复活,none,['武士阿非：复活'],"['热血', '战斗', '科幻', '血腥']"
A2536,薄樱鬼 第二章 士魂苍穹,none,none,"['乙女', '恋爱', '战斗', '致郁']"
A2537,魔法禁书目录,['2008年10月4日'],['某魔法的禁书目录'],"['后宫', '战斗', '校园', '奇幻', '科幻', '热血']"
A2538,破刃之剑 第六章 恸哭之寨,none,['BROKEN BLADE'],"['科幻', '机战', '战斗', '热血']"
A2539,魔法纪录 魔法少女小圆外传,['2020年1月4日'],['Magia Record'],"['百合', '战斗', '奇幻']"
A2540,亚尔斯兰战记 风尘乱舞,['2016年7月3日'],none,"['奇幻', '战斗', '冒险']"
A2541,会长是女仆大人,['2010年4月1日'],none,"['恋爱', '萌', '校园', '搞笑']"
A2542,异世界的圣机师物语,none,none,"['后宫', '机战', '科幻', '校园', '战斗', '搞笑']"
A2543,剧场版 城市猎人 新宿 PRIVATE EYES,none,none,"['科幻', '搞笑', '战斗']"
A2544,樱花大战,['2000年4月8日'],none,"['战斗', '机战', '奇幻']"
A2545,邻座的怪同学 OAD,none,['となりの極道くん'],"['恋爱', '搞笑', '校园']"
A2546,犬神,['2006年4月5日'],none,"['搞笑', '奇幻', '校园', '后宫']"
A2547,黑色魔法 M-66,none,['暴走机甲'],['科幻']
A2548,动画讨论同好会,none,['Anime Gatari'],"['搞笑', '日常']"
A2549,Q版三国,['2003'],['Q版刘关张'],['搞笑']
A2550,浪客剑心 维新志士的镇魂歌,none,['浪客剑心 -明治剑客浪漫谭- 给维新志士的镇魂歌'],"['热血', '恋爱']"
A2551,怪物猎人日记 岌岌可危的猫猫村 ☆猫猫千钧一发☆,['2010年8月5日'],['魔物獵人日記 岌岌可危的貓貓村 ☆貓貓千鈞一髮☆'],"['萌', '搞笑', '欢乐']"
A2552,科学怪狗,none,['怪诞复活狗(港)'],['科幻']
A2553,幻想万华镜 试胆大会之章,none,none,"['战斗', '搞笑', '百合']"
A2554,Another 第0话,none,['Another 因果'],"['百合', '悬疑', '恐怖', '校园', '治愈', '猎奇']"
A2555,龙珠Z 传说中的超级赛亚人,none,['龙珠Z剧场版08 燃烧吧！热战、烈战、超激战'],"['热血', '战斗']"
A2556,欧西里斯的天秤 第二季,['2016年4月22日'],none,[]
A2557,守望先锋：新生,['2016年4月5日'],none,"['百合', '3D']"
A2558,丹特丽安的书架 荆姬,none,['Dantalian no Shoka: Ibarahime'],"['奇幻', '悬疑']"
A2559,全金属狂潮 Into the Blue,none,none,['科幻']
A2560,零之使魔 双月骑士,['2007年7月8日'],['零之使魔 第二季'],"['后宫', '奇幻', '恋爱', '搞笑', '战斗']"
A2561,酷伊忍者传,['2004年7月7日'],['2×2 = Shinobuden'],"['搞笑', '百合', '战斗']"
A2562,虫虫危机,none,['虫虫特工队'],"['3D', '奇幻', '冒险']"
A2563,花舞少女,['2014年7月7日'],['Hanayamata'],"['百合', '萌', '治愈', '校园', '日常', '青春']"
A2564,A频道,['2011年4月7日'],['Aチャンネル A-CHANNEL THE ANIMATION'],"['百合', '治愈', '日常', '萌', '校园', '搞笑']"
A2565,永远之久远 第一章 泡沫的花瓣,none,['永远之永恒'],['科幻']
A2566,电器街的漫画店,['2014年10月2日'],['电器街上的书店'],"['搞笑', '日常', '萌', '恋爱', '治愈']"
